cashDelta,workingCapitalDelta,netIncomeDelta,totalRevenueDelta,cashFlowDelta,EBITDADelta,debtDelta,EBITDAtoSalesDelta,OpIncometoSalesDelta,treasuryStockDelta,dividends,avgCash,avgDebt,sharesOutstanding,ticker,fiscalDateEnding1,fiscalDateEnding2,reportedDate,reportedEPS,surprisePercentage,offset_date,next_unadjusted_open,next_adjusted_close,AnnualizedVolatility,day,marketCap,dividendYield,adjusted_close_change,mc_change,avgDividendYield,volAdjusted_close_change,volAdjusted_mc_change
-5.868617654206817,120.69047358440463,-7.266867350646512,30.19873967769808,-71.5707985805398,81.55508818191046,-48.960374307058736,39.44458189944313,3.8962466320099254,0,94688000,4106808500.0,745593500.0,86047558,VIRT,2025-03-31,2025-03-31,2025-04-23,1.3,8.3333,2025-04-24,38.5,38.132287905021,94.95547140246101,3346,3312830983.0,0.028582200687538067,86.54280935341862,35.08691723951626,16.2760286675577,0.9114041358039705,0.3695091680478656
34.78145878183852,1429.9481806949093,-26.496985457227844,19.11322978369312,250.50386925293583,-27.733825469798546,8.225616501590642,-39.32985054520379,-103.36771658677186,0,155441000,50585575250.0,15716339250.0,888246698,KKR,2025-03-31,2025-03-31,2025-04-29,1.15,1.662,2025-04-30,115.56,114.321102029425,131.02136338043638,3350,102645788420.88,0.0015143436705132316,120.31321878179992,182.4199994982656,1.0830152813850036,0.9182717663565745,1.3922920262139775
